0.112768,0.126834,0.100394,0.0829619,0.114365,0.122611,0.165973,0.0745741,0.129819,0.123009,0.113865,0.163834,0.107538,0.0677658,0.0855281,0.0968607,0.143876,0.16181,0.116523,0.138374,0.111342,0.0861587,0.105327,0.124357,0.0977912,0.0954329,0.149091,0.106454,0.0878562,0.121596,0.129492,0.138114,0.136611,0.157705,0.12681,0.0996918,0.0974824,0.153308,0.0971347,0.0983304,0.124295,0.113038,0.0798577,0.104647,0.0753785,0.0722262,0.086039,0.102374,0.153753,0.108564,0.107644,0.115469,0.0807522,0.108265,0.151667,0.160978,0.0797235,0.110151,0.161906,0.0912537,0.129416,0.14612,0.11328,0.114809,0.126596,0.127776,0.162557,0.108536,0.123663,0.106202,0.132338,0.107025,0.0814423,0.108861,0.163019,0.129631,0.153982,0.117132,0.0759233,0.104913,0.141742,0.0937808,0.131122,0.10839,0.141088,0.0983396,0.118154,0.0964788,0.144999,0.161904,0.132117,0.103151,0.120769,0.0716016,0.103352,0.132957,0.0975646,0.123169
0.014324,0.00358244,0.00577481,0.0270675,0.00660898,0.00818305,0.0411867,0.0238681,0.00704006,0.0258934,0.0233514,0.039613,0.0183936,0.0324926,0.0285283,0.0298153,0.0250734,0.0434695,0.0188124,0.0278425,0.0280641,0.0198049,0.00914317,0.0214947,0.019866,0.0280518,0.0224384,0.0145426,0.0287272,0.0131811,0.0218603,0.0140978,0.0221833,0.0350907,0.00529048,0.00865481,0.0310508,0.0305163,0.00616131,0.00696305,0.0274376,0.00730284,0.0328223,0.0246601,0.0342354,0.0351786,0.0225066,0.0231766,0.0166671,0.0247337,0.00112812,0.038904,0.0287411,0.0257763,0.0314847,0.0474435,0.0273429,0.0208689,0.0305655,0.030132,0.0313914,0.0346111,0.00612805,0.00536567,0.0241731,0.042612,0.0274292,0.0265307,0.0116472,0.0102417,0.00187872,0.00701474,0.0286762,0.0113807,0.0256944,0.0346623,0.0386426,0.0107226,0.028062,0.00577902,0.0250429,0.0335069,0.000770355,0.0040045,0.0322267,0.0129888,0.00822858,0.0346501,0.0356177,0.0505894,0.027524,0.00519144,0.018848,0.0219298,0.0156159,0.00601211,0.0249601,0.0163885
0.0293586,0.0273202,0.039974,0.0214296,0.0564734,0.0248544,0.0201734,0.032728,0.0265732,0.025986,0.0298605,0.0217181,0.0317873,0.0208311,0.0231208,0.0399241,0.0157627,0.0390933,0.0272916,0.0126399,-0.00141346,0.0327942,0.0537306,0.0151399,0.00359436,0.0165965,0.0269682,0.0511259,0.0335207,0.022238,0.0280004,0.0145541,0.00935906,0.0304462,0.0270448,0.0448281,0.00485733,0.0164355,0.0475311,0.0419949,0.0223218,0.0630976,0.0118624,0.0102547,0.020885,0.0125617,0.0283449,0.00926148,0.0329748,0.020345,0.0437136,0.0141836,0.0178642,-0.00286796,0.0194748,0.0247885,0.0293954,0.0334158,0.0260729,0.0313992,0.0167853,0.0424385,0.0361512,0.0422847,0.0305082,0.0119417,0.0317804,0.0181404,0.0517209,0.0448954,0.0309297,0.0454379,0.0286353,0.0433702,0.0332718,0.00771523,0.016297,0.046057,0.0303356,0.0389214,0.0180703,0.0144579,0.0240956,0.0537384,0.0154278,0.0556235,0.0617895,0.0151457,0.0136958,0.0323571,0.0251144,0.0484663,0.00364409,0.0277723,0.0363969,0.0370124,0.0128959,0.0460403
0.0404507,0.0163131,0.0327788,0.000767167,0.0502854,0.0382439,0.0509772,0.00778482,0.0161574,0.0651023,0.0316576,0.0469022,0.0238644,0.00378541,0.0130492,0.0121843,0.0714986,0.0429983,0.0342388,0.071168,-0.00620392,0.0166556,0.0525408,0.0820665,-0.00622354,0.0337584,-6.59058e-05,0.0407528,0.0158201,0.0375164,0.077778,0.0706607,0.07891,0.0400992,0.0291315,0.0448818,-0.00969454,0.0587788,0.0476986,0.0311943,0.0749912,0.0530129,-0.00332466,-0.00605199,0.00619345,0.00260846,0.0343883,-0.00844647,-0.00778922,0.0323685,0.0378015,0.011234,0.0013908,-0.00800812,0.0454569,0.0397194,0.00183391,0.061222,0.0481025,0.0357126,0.0789777,0.0123225,0.0510635,0.0375924,0.0730244,0.0273795,-0.0028818,0.0409874,0.064023,0.0511022,0.0278422,0.0489631,-0.00646629,0.0558182,-0.0051272,0.0864511,0.0447555,0.0534291,-0.00157458,0.0362936,0.0126594,-0.00363533,0.029922,0.0368973,0.0651735,0.0486592,0.060886,0.00939255,0.0572613,0.0404451,0.071204,0.0311387,-0.00621696,-7.50121e-05,0.0184435,0.045836,0.0430727,0.0569606
0.205957,0.221136,0.236389,0.150638,0.253318,0.221834,0.226796,0.163391,0.225345,0.250275,0.198991,0.228093,0.175439,0.15517,0.175785,0.178648,0.247612,0.238319,0.190765,0.24576,0.123425,0.16673,0.250211,0.248233,0.133168,0.143652,0.171139,0.250234,0.194925,0.205305,0.249455,0.252819,0.250848,0.236432,0.223561,0.250665,0.135366,0.238679,0.250761,0.240743,0.249319,0.247913,0.156801,0.140586,0.17131,0.169015,0.153343,0.132139,0.199938,0.185568,0.233561,0.11783,0.153002,0.132983,0.225261,0.22322,0.15374,0.240867,0.236298,0.133637,0.241752,0.20031,0.248267,0.244653,0.247233,0.111099,0.211508,0.204829,0.245052,0.250852,0.210334,0.244054,0.154743,0.231598,0.217232,0.241081,0.225862,0.239829,0.175486,0.244129,0.112332,0.156285,0.230223,0.23984,0.248137,0.240837,0.246378,0.15216,0.238121,0.221665,0.239092,0.246189,0.140648,0.167695,0.17685,0.234388,0.187642,0.23746
0.0421223,0.0213084,0.0497305,0.0186682,0.0444893,0.0202332,0.0552638,0.0413899,0.0173335,0.0304881,0.0523275,0.0450141,0.039232,0.0452372,0.0463898,0.0341143,0.0197417,0.0539185,0.0499651,0.0290752,0.00282288,0.0294649,0.048746,0.01865,0.00537155,0.0150693,0.0146779,0.047662,0.0460356,0.0525304,0.030052,0.0251233,0.0192471,0.0568578,0.0112605,0.0497806,0.0206956,0.0294816,0.0403473,0.0514704,0.0317497,0.0412772,0.0230741,0.0115673,0.0491369,0.0472755,0.0317429,0.00981869,0.0208823,0.00741454,0.0406891,0.0399144,0.0347023,0.00238639,0.0423934,0.0535669,0.0572971,0.0325193,0.0466518,0.0202229,0.0317765,0.0130466,0.016074,0.016608,0.0387123,0.0344,0.0123872,0.0407618,0.0357534,0.0474794,0.0122051,0.0289982,0.0468331,0.0220651,0.0146044,0.0278739,0.051147,0.022192,0.0434441,0.0455123,0.0232242,0.0344032,0.0177225,0.0256336,0.0301007,0.054192,0.0502742,0.0311318,0.0406736,0.0575177,0.0314604,0.0426735,0.0138462,0.051734,0.0387983,0.0261974,0.05489,0.033322
0.0142254,0.0163462,0.000631173,0.0266601,0.0113383,0.0128509,0.00271971,0.0186058,0.00321782,0.0138935,0.0213819,0.0157025,0.0284888,0.0247836,0.0196069,0.0312721,0.00769235,0.0128838,0.0196094,0.0088078,0.0228772,0.0242528,0.0175546,0.0242251,0.0268485,0.0122843,0.012061,0.00800687,0.0247197,0.0126528,0.00988764,0.011004,0.0159394,0.00783159,0.0105231,-0.00119015,0.0162777,0.00549056,6.85715e-05,4.79137e-05,0.012155,0.00838977,0.0166578,0.0294407,0.0102274,0.0179463,0.0113374,0.0225488,0.0131273,0.00849805,0.00811425,0.0167439,0.0309185,0.0237564,0.00798002,0.013314,0.0175517,0.0112335,0.00490204,0.00758688,0.0104216,0.0197354,0.00707773,0.00161367,0.014465,0.015603,0.0124169,0.0187952,0.00891298,0.00188796,0.0122806,0.0134831,0.0271116,0.0103494,0.0128189,0.0143417,0.00661184,0.0116489,0.00697498,-0.000998636,0.0180478,0.0171173,0.0176687,0.00637281,0.00219828,0.00775614,0.00777428,0.0209984,0.00708175,0.00687032,5.49833e-05,9.36946e-05,0.0264912,0.0190486,0.0192195,0.0137718,0.00893026,0.0120066
0.145871,0.139467,0.123443,0.126414,0.120733,0.154846,0.0354892,0.124279,0.129655,0.108913,0.168286,0.0479243,0.176474,0.149341,0.157395,0.15933,0.0710483,0.0272548,0.150365,0.0566511,0.100686,0.15184,0.106918,0.104692,0.10899,0.100235,0.0951019,0.124864,0.174078,0.152494,0.101106,0.0682793,0.0792549,0.0415871,0.124297,0.120128,0.101901,0.0568281,0.127067,0.117089,0.105927,0.107861,0.13226,0.114149,0.144525,0.146039,0.0723986,0.124333,0.0981922,0.085269,0.129072,0.131296,0.129922,0.114469,0.0520335,0.0356137,0.153206,0.101608,0.0281871,0.0810907,0.102431,0.105425,0.125434,0.129729,0.0975679,0.112003,0.0799811,0.178177,0.112195,0.111704,0.138441,0.13072,0.129788,0.130543,0.102253,0.0864209,0.0441549,0.129176,0.140193,0.136396,0.124061,0.132222,0.129414,0.122119,0.0782393,0.126583,0.106074,0.124279,0.0568365,0.0339229,0.0677759,0.125598,0.121106,0.154447,0.174463,0.131735,0.18022,0.104156
0.0273,0.0359543,0.0547939,0.0684576,0.0559598,0.0350392,0.0414044,0.0601122,0.0228763,0.0531558,0.0358589,0.0432299,0.0559263,0.0650924,0.0664361,0.0561922,0.0697518,0.0223933,0.0323325,0.0549292,0.0689121,0.0476653,0.0582049,0.0686668,0.0715561,0.0433306,0.0222899,0.0459967,0.0404815,0.0397886,0.0554924,0.0672675,0.071702,0.0431894,0.0191423,0.0516451,0.0610245,0.061874,0.0505942,0.0453893,0.063758,0.0514187,0.0724177,0.0579747,0.0519161,0.060343,0.0294759,0.0737066,0.0246672,0.0200745,0.0389231,0.045047,0.0661242,0.066123,0.0395646,0.0362636,0.0675042,0.0605775,0.0314753,0.0337026,0.0621888,0.0494174,0.0221463,0.0325673,0.0562638,0.027268,0.0227921,0.039714,0.0507508,0.0525127,0.0222292,0.0253131,0.0635667,0.0296127,0.0452909,0.0746394,0.054858,0.0237692,0.0634454,0.0459507,0.0256206,0.0762217,0.0264117,0.0214539,0.0661993,0.052006,0.0462673,0.073425,0.0566344,0.0271647,0.0686747,0.0439254,0.0781551,0.0693234,0.0520671,0.0232913,0.0431145,0.0494396
0.0853528,0.0667997,0.0990424,0.0647054,0.142222,0.0624374,0.118183,0.0688939,0.0629533,0.114018,0.0784985,0.12077,0.0758442,0.0793518,0.0657359,0.0779723,0.11809,0.126529,0.0780422,0.123312,0.0840858,0.0594898,0.141082,0.117563,0.0935895,0.0307153,0.0691202,0.135609,0.0784497,0.0779497,0.116533,0.11851,0.113198,0.123792,0.0655909,0.10518,0.0803428,0.123451,0.112314,0.115923,0.124641,0.146323,0.0665665,0.0715657,0.0620413,0.0638742,0.0599426,0.0695607,0.0656542,0.0676718,0.105662,0.104456,0.0655532,0.0813705,0.128528,0.123071,0.0599176,0.118395,0.12572,0.033887,0.129374,0.0743028,0.0678451,0.0668792,0.133688,0.10992,0.0817243,0.0694816,0.13348,0.128717,0.0617037,0.0649649,0.0684814,0.0715322,0.0683133,0.125062,0.123366,0.0714952,0.0614419,0.106534,0.0955909,0.0782643,0.075975,0.074859,0.115963,0.136145,0.13645,0.0644693,0.1224,0.135161,0.123272,0.110183,0.0767051,0.0594518,0.0703119,0.0611641,0.0826146,0.137394
